generation,N_shifts,logPrior,logLik,eventRate,acceptRate
526000,0,-2.58122,-76.5645,0.202794,0.41
527000,0,-2.54162,-74.1529,0.309384,0.4118
528000,0,-2.75878,-74.5277,0.212231,0.410308
529000,0,-3.59318,-76.7689,0.0788421,0.381
530000,0,-3.0691,-75.5438,0.327102,0.365
531000,0,-3.72494,-77.182,0.731111,0.425
532000,2,-8.61638,-76.3451,1.4565,0.411667
533000,1,-4.53671,-76.9068,0.501399,0.404889
534000,0,-2.17783,-78.1024,0.20483,0.397167
535000,0,-2.22834,-74.6998,0.484176,0.413
536000,0,-2.17616,-78.0888,0.419895,0.4494
537000,0,-2.44881,-75.5362,0.576469,0.43
538000,0,-2.51323,-74.2581,0.237721,0.379
539000,0,-2.18854,-74.4155,0.0105235,0.405
540000,0,-2.91043,-77.0206,0.134035,0.4075
541000,0,-2.26896,-74.6342,0.479632,0.385
542000,0,-2.76728,-76.2286,0.183218,0.393
543000,0,-2.32177,-77.9453,0.483546,0.401875
544000,0,-3.49328,-75.2235,0.431324,0.376
545000,0,-2.01929,-74.2379,0.121074,0.384
546000,0,-2.58195,-74.8506,0.166378,0.476
547000,0,-2.90009,-76.9934,0.847545,0.423667
548000,0,-3.4896,-77.2626,0.1005,0.414875
549000,0,-3.56073,-81.6168,0.305816,0.393
550000,0,-2.20173,-76.127,0.333679,0.409
551000,0,-2.78891,-74.4254,0.118621,0.367
552000,1,-8.97253,-75.1934,1.8143,0.439
553000,0,-2.01356,-78.6894,0.168547,0.417
554000,0,-3.87989,-74.9526,1.28331,0.41675
555000,1,-5.53057,-76.1091,0.304008,0.408909
556000,0,-3.4961,-76.9676,0.566164,0.422
557000,0,-3.06281,-74.5379,0.925205,0.42325
558000,0,-2.11468,-75.6126,0.42459,0.408
559000,0,-2.74212,-75.5436,0.512473,0.418
560000,0,-4.41322,-76.3512,1.55263,0.362
561000,0,-2.81458,-76.6703,0.301591,0.420286
562000,2,-10.4948,-77.4676,1.503,0.414
563000,0,-2.69012,-75.9671,0.148771,0.461667
564000,0,-3.2702,-74.539,0.305848,0.416176
565000,0,-2.08482,-74.6967,0.0323936,0.494
566000,0,-2.18342,-74.4845,0.317733,0.438
567000,0,-2.66796,-75.8215,0.0695994,0.398
568000,0,-3.64534,-74.9174,0.495343,0.435
569000,1,-9.8924,-76.3447,3.2444,0.399
570000,0,-3.65537,-74.7477,1.07215,0.423071
571000,1,-5.27688,-77.8504,0.333259,0.51
572000,0,-4.13602,-76.6767,0.625516,0.464
573000,1,-5.02718,-74.8891,0.716938,0.407
574000,0,-2.37659,-75.4703,0.624748,0.4802
575000,0,-2.56568,-75.3997,0.220062,0.427
576000,0,-2.44761,-74.4102,0.56289,0.436769
577000,0,-3.70756,-75.3041,1.79622,0.398
578000,0,-2.50305,-76.0489,0.373086,0.412
579000,0,-4.43196,-76.2385,0.308755,0.427
580000,0,-2.5563,-75.2184,0.329263,0.43525
581000,0,-2.71638,-75.2576,0.457755,0.367
582000,0,-3.38063,-74.5047,1.59808,0.417
583000,0,-2.79913,-75.0596,0.58558,0.415
584000,0,-2.2363,-74.9453,0.060114,0.429
585000,0,-3.0295,-75.8156,1.19735,0.408833
586000,0,-2.712,-75.9146,0.4592,0.446
587000,1,-6.62852,-75.5081,0.656494,0.452
588000,0,-1.85704,-77.3115,0.0769168,0.478
589000,1,-5.3771,-76.8548,0.504325,0.413214
590000,0,-2.888,-77.1535,1.09963,0.443
591000,0,-3.94059,-76.8607,1.67953,0.427857
592000,0,-3.10678,-74.5102,0.443772,0.433667
593000,0,-2.99125,-74.6428,0.76988,0.421667
594000,0,-1.96349,-75.1997,0.163014,0.4025
595000,0,-2.8503,-75.1705,0.0515137,0.4
596000,0,-4.34454,-75.7621,0.975743,0.385
597000,0,-2.65472,-76.0788,0.0788366,0.408
598000,0,-3.21668,-76.7647,0.229926,0.53
599000,0,-1.97624,-74.7389,0.0470493,0.43119
600000,0,-2.26457,-77.5453,0.55953,0.383
601000,0,-2.64842,-75.1311,0.281459,0.397
602000,0,-2.77611,-75.0798,0.0988336,0.4
603000,0,-3.2169,-77.4125,0.313646,0.4024
604000,0,-3.90654,-79.4194,0.443347,0.369
605000,0,-2.73348,-75.0349,0.216134,0.411
606000,0,-3.99717,-74.7094,1.96655,0.443
607000,0,-3.09811,-74.526,0.0653586,0.419
608000,0,-3.32975,-76.2083,0.418247,0.398
609000,0,-2.63566,-75.7422,0.279473,0.4235
610000,0,-3.47763,-77.9566,0.113945,0.397
611000,0,-3.06437,-75.3798,0.107826,0.399
612000,0,-2.05167,-76.072,0.0765047,0.382
613000,0,-3.35347,-75.9742,0.32806,0.4036
614000,0,-3.15961,-75.3069,0.072386,0.405583
615000,0,-4.02803,-75.019,0.734572,0.416
616000,0,-2.82339,-75.2742,0.361018,0.408
617000,0,-3.37978,-75.2566,1.07007,0.393
618000,0,-3.68518,-74.8045,0.605996,0.417
619000,0,-2.71871,-75.7214,0.608822,0.385
620000,0,-2.17469,-75.4395,0.165413,0.41975
621000,1,-5.26702,-78.9399,0.0228251,0.444
622000,0,-2.84571,-75.0935,0.0479529,0.403
623000,0,-2.88838,-75.4499,0.761113,0.436
624000,0,-3.42801,-74.7443,0.555254,0.441
625000,0,-3.24771,-77.3997,0.443104,0.515
626000,0,-3.15751,-77.0298,0.719118,0.348
627000,0,-2.09738,-75.2521,0.241529,0.475
628000,0,-2.61081,-78.3542,0.486574,0.44
629000,0,-2.77395,-74.3403,0.235083,0.431286
630000,0,-3.31982,-78.5251,1.15619,0.417
631000,0,-2.01237,-75.8552,0.170727,0.415
632000,0,-1.858,-77.0514,0.0940871,0.423
633000,1,-5.79555,-76.6019,1.18388,0.41425
634000,0,-2.84883,-75.1065,0.135321,0.394
635000,2,-12.1771,-78.299,0.800507,0.415
636000,0,-2.60509,-74.8738,0.530356,0.375
637000,0,-2.67383,-75.7557,0.477376,0.451333
638000,0,-3.28323,-75.7926,0.647713,0.408
639000,0,-3.81538,-74.2239,1.82346,0.375
640000,0,-3.24325,-75.8083,0.631237,0.378
641000,0,-3.07726,-75.6603,1.05721,0.415
642000,0,-1.92717,-77.8281,0.0974781,0.418667
643000,0,-2.51014,-75.1468,0.0124635,0.416
644000,1,-6.65784,-78.7295,0.654554,0.45225
645000,0,-3.68176,-74.2921,1.72896,0.46
646000,0,-2.99445,-75.1327,0.904832,0.457
647000,0,-1.9353,-75.0206,0.176786,0.420421
648000,0,-2.58933,-74.643,0.367973,0.435
649000,0,-2.22827,-76.6939,0.242755,0.4292
650000,1,-5.86441,-75.1164,1.5173,0.42475
651000,1,-5.3743,-75.9914,0.257369,0.446
652000,0,-3.58389,-75.5533,1.00497,0.413667
653000,0,-2.37751,-74.9163,0.0833935,0.457
654000,0,-3.26791,-76.3904,0.230645,0.431667
655000,1,-5.08793,-78.4622,0.28619,0.5185
656000,0,-2.36989,-75.1838,0.118509,0.493
657000,0,-1.97787,-78.331,0.017958,0.439222
658000,0,-2.57181,-75.2167,0.325794,0.4085
659000,0,-4.77691,-80.1471,0.0991062,0.441917
660000,0,-4.53391,-76.9855,0.491596,0.406
661000,0,-3.83334,-76.5521,1.09604,0.414
662000,0,-2.58744,-74.5048,0.515216,0.47
663000,0,-1.90776,-75.1107,0.196419,0.401
664000,0,-3.52546,-75.6544,1.69868,0.43025
665000,0,-3.06554,-74.2127,0.595012,0.438091
666000,2,-10.0357,-76.9735,0.876199,0.459
667000,0,-1.89605,-75.3359,0.126913,0.458
668000,0,-3.55334,-78.7053,1.00445,0.4626
669000,0,-2.49948,-75.0307,0.0563024,0.394
670000,0,-2.1692,-75.1457,0.320841,0.442333
671000,0,-3.9573,-76.2114,0.496198,0.4175
672000,0,-1.76261,-77.7267,0.00646713,0.4175
673000,0,-3.68272,-75.4264,0.0191764,0.419
674000,0,-3.35061,-75.8509,0.0801276,0.376
675000,0,-3.19492,-74.2596,0.95141,0.378
676000,0,-2.21509,-77.3793,0.473343,0.425
677000,0,-3.07344,-74.5047,0.228091,0.451
678000,0,-2.38027,-76.0203,0.342812,0.419214
679000,0,-3.50102,-75.9993,1.43081,0.388
680000,0,-2.37628,-75.9149,0.00449705,0.416
681000,1,-5.65662,-74.5931,0.77154,0.433
682000,0,-4.21268,-76.6193,1.04401,0.431
683000,0,-2.5281,-76.5896,0.362356,0.42175
684000,0,-2.56916,-74.6155,0.117152,0.403
685000,0,-2.81427,-75.4855,0.289808,0.415407
686000,0,-2.80981,-74.4448,0.508589,0.475
687000,0,-2.09793,-75.0103,0.30735,0.4135
688000,0,-3.37734,-76.7689,0.366493,0.4095
689000,0,-3.42956,-75.7283,0.333707,0.429
690000,0,-2.54008,-75.8172,0.544602,0.361
691000,0,-3.24973,-74.8235,0.867751,0.422
692000,0,-1.71961,-76.1247,0.0193224,0.4172
693000,0,-2.65839,-76.7216,0.940302,0.412
694000,0,-3.57168,-75.1299,1.03251,0.436
695000,0,-3.14183,-75.7275,0.710626,0.414042
696000,0,-2.7512,-76.3204,0.0935392,0.356
697000,0,-2.6029,-74.0906,0.407353,0.408769
698000,0,-2.78174,-74.4517,0.929676,0.3785
699000,0,-2.96421,-75.2239,0.153507,0.408333
700000,0,-3.60526,-75.5882,0.755879,0.406
701000,0,-2.63913,-74.437,0.392254,0.385
702000,0,-3.03328,-77.914,0.0887536,0.4115
703000,0,-1.85019,-76.2945,0.0949645,0.390111
704000,0,-2.42257,-74.8055,0.085932,0.416
705000,0,-4.23503,-75.8084,0.948511,0.374
706000,0,-3.26322,-75.3726,1.33911,0.419444
707000,0,-2.76867,-75.0922,0.880034,0.399167
708000,0,-5.28706,-75.7181,1.98052,0.367
709000,0,-2.53802,-76.5069,0.00259251,0.399
710000,0,-2.18518,-76.7156,0.490694,0.4165
711000,0,-2.06697,-76.4843,0.351439,0.474
712000,0,-2.03371,-76.0379,0.177149,0.469
713000,0,-2.75954,-75.8834,0.169476,0.425
714000,0,-2.69067,-74.4569,0.407752,0.427125
715000,0,-2.93684,-77.1336,0.223152,0.395
716000,0,-2.1629,-77.2602,0.41107,0.389
717000,0,-2.23514,-76.0418,0.207999,0.427
718000,0,-5.5871,-76.896,2.1706,0.4
719000,0,-3.73737,-76.6962,0.643839,0.3845
720000,0,-4.34454,-74.766,1.34353,0.414818
721000,0,-2.66602,-77.1383,0.621025,0.414812
722000,0,-2.43678,-75.5085,0.413139,0.4285
723000,0,-2.42971,-78.1558,0.716317,0.45
724000,1,-5.3001,-78.8735,0.269546,0.422
725000,0,-2.71811,-76.7199,0.441574,0.441
726000,0,-4.54672,-75.8201,1.9862,0.384
727000,0,-3.40447,-74.3684,0.736089,0.3825
728000,0,-2.85621,-76.6846,0.283887,0.383
729000,0,-2.79053,-75.3961,0.0472773,0.403091
730000,0,-3.78088,-75.555,1.06046,0.412
731000,0,-3.66454,-76.9079,0.091836,0.408333
732000,0,-2.41079,-75.9657,0.159503,0.38
733000,0,-3.05597,-74.5542,0.213386,0.395333
734000,0,-3.2548,-76.0797,0.392793,0.38825
735000,0,-3.1668,-73.998,0.915513,0.406
736000,0,-2.99224,-75.1819,0.0502732,0.365
737000,0,-2.68847,-74.1708,0.318298,0.3968
738000,1,-6.62789,-77.336,1.53529,0.403
739000,0,-3.07467,-77.6932,0.429655,0.4122
740000,1,-6.30474,-76.0982,0.485773,0.4045
741000,0,-3.49378,-77.3105,1.3556,0.481
742000,0,-2.49443,-75.4983,0.585586,0.426
743000,1,-7.72396,-89.8625,0.504849,0.463
744000,0,-2.12398,-75.752,0.229757,0.42675
745000,0,-3.8296,-77.0657,0.860162,0.4626
746000,0,-2.10387,-76.3064,0.309552,0.410556
747000,0,-1.93938,-76.3741,0.0212341,0.505
748000,0,-2.60373,-74.1699,0.53573,0.411667
749000,0,-2.9,-78.4455,0.191842,0.4244
750000,0,-3.06499,-74.448,0.734872,0.405
751000,0,-3.23126,-76.3741,1.24429,0.416
752000,1,-5.0019,-79.2561,0.405499,0.407
753000,1,-5.55453,-75.298,0.732708,0.3985
754000,0,-2.36933,-76.3724,0.584824,0.3995
755000,0,-2.58868,-75.6572,0.725479,0.4105
756000,0,-2.17501,-76.606,0.493243,0.410333
757000,0,-2.183,-74.7973,0.408601,0.4156
758000,0,-2.27996,-75.6418,0.451483,0.42625
759000,0,-3.84391,-74.7615,0.771468,0.406
760000,0,-2.7327,-76.0104,0.123309,0.397
761000,0,-2.47152,-77.1258,0.390848,0.389
762000,0,-2.43438,-76.2311,0.0408914,0.411
763000,1,-6.22127,-74.6431,1.41425,0.428
764000,0,-3.21418,-75.9548,0.552767,0.406
765000,1,-6.4784,-79.8324,0.474749,0.39
766000,0,-2.55924,-76.185,0.4848,0.4256
767000,0,-4.01707,-76.2116,1.13281,0.422
768000,0,-2.88044,-76.6543,0.382435,0.438667
769000,0,-3.52596,-74.8135,0.759261,0.396
770000,0,-2.24146,-75.3594,0.0599154,0.386
771000,1,-5.14196,-75.8014,0.780151,0.411786
772000,0,-3.14206,-76.8693,0.0272571,0.432
773000,0,-3.63951,-75.5558,0.731105,0.482
774000,0,-2.09501,-75.1172,0.114252,0.405
775000,0,-2.59116,-74.8975,0.250718,0.452
776000,0,-2.48118,-75.0532,0.0581786,0.366
777000,0,-2.98172,-75.5694,0.447357,0.4193
778000,0,-3.37925,-75.2149,0.206915,0.377
779000,0,-3.76417,-75.3012,0.148047,0.383
780000,0,-5.08707,-77.1218,1.75741,0.482
781000,0,-2.15167,-76.1656,0.25392,0.4018
782000,0,-4.32089,-75.5534,2.01824,0.4215
783000,0,-3.45121,-75.6214,0.503264,0.363
784000,0,-2.34584,-74.6275,0.620431,0.446
785000,0,-2.71405,-74.3369,0.216824,0.401
786000,0,-6.3564,-76.6516,2.05003,0.40752
787000,0,-3.17522,-74.632,0.363954,0.401
788000,0,-2.69391,-74.4735,0.489313,0.403714
789000,0,-2.25045,-76.2207,0.0148568,0.407667
790000,0,-3.78553,-77.5902,0.0992819,0.3988
791000,0,-2.97747,-74.5221,1.00583,0.403
792000,0,-2.88542,-74.8882,0.879441,0.4092
793000,0,-2.28557,-74.6474,0.0425531,0.4574
794000,0,-2.01248,-75.7926,0.118882,0.374
795000,0,-3.23601,-74.4582,0.516142,0.422333
796000,1,-6.99142,-76.9175,1.13117,0.414
797000,0,-2.77675,-75.0332,0.16366,0.416667
798000,0,-2.60651,-75.1141,0.200721,0.375
799000,0,-3.40521,-74.3884,1.4848,0.406
800000,0,-2.60326,-76.9913,0.0762496,0.413111
801000,0,-3.18042,-74.7092,1.17069,0.381
802000,0,-2.26831,-76.8236,0.0868053,0.396
803000,0,-2.29614,-75.5122,0.520674,0.4158
804000,0,-4.45848,-76.1567,1.8299,0.419
805000,1,-7.12351,-74.686,0.45181,0.395
806000,0,-2.1698,-74.9956,0.129786,0.474
807000,0,-2.89198,-74.8482,0.55033,0.377
808000,1,-4.45602,-77.8488,0.772269,0.434
809000,0,-2.1809,-75.6889,0.1536,0.406
810000,0,-3.9039,-75.974,1.09287,0.426429
811000,0,-2.11332,-74.6211,0.0758802,0.4223
812000,0,-2.28494,-76.5153,0.492403,0.394
813000,0,-2.89597,-75.0193,0.705628,0.433
814000,2,-8.82502,-76.308,0.765294,0.432857
815000,0,-4.03048,-77.9095,0.421093,0.399
816000,0,-3.45086,-75.2666,0.339514,0.441286
817000,0,-2.96228,-74.9183,0.512842,0.4155
818000,0,-2.48401,-78.3469,0.706159,0.394333
819000,0,-2.60184,-74.618,0.0115382,0.432
820000,0,-3.1841,-74.9423,0.756193,0.4
821000,0,-2.78094,-76.7726,0.227065,0.415455
822000,0,-2.66159,-76.5743,0.252994,0.4075
823000,0,-2.65574,-75.0716,0.132587,0.40025
824000,0,-2.36567,-76.464,0.427852,0.411
825000,0,-2.29793,-74.7425,0.41475,0.423
826000,1,-6.15615,-77.9003,0.738574,0.542
827000,0,-3.09588,-74.9321,1.30045,0.437833
828000,0,-3.24297,-76.3092,0.438228,0.4355
829000,0,-4.17838,-75.2082,1.24108,0.454
830000,0,-2.62764,-75.1196,0.571101,0.441833
831000,0,-3.76386,-76.2807,1.5109,0.488
832000,0,-3.4922,-74.2608,0.70111,0.425667
833000,0,-3.29678,-75.2783,0.842749,0.420833
834000,0,-2.30011,-76.1814,0.409419,0.391
835000,1,-5.91151,-76.2549,1.15719,0.435462
836000,0,-5.14718,-77.6444,0.0251777,0.425
837000,0,-3.01044,-77.6913,0.358644,0.414
838000,0,-2.4008,-75.2323,0.254879,0.384
839000,0,-2.52198,-74.7816,0.441319,0.406375
840000,0,-1.93595,-76.5158,0.118991,0.395125
841000,0,-3.23337,-74.2968,0.812762,0.433
842000,0,-3.18082,-74.6411,1.29107,0.399
843000,0,-2.24322,-74.6534,0.271097,0.397
844000,0,-2.84878,-75.2197,0.0252228,0.4208
845000,0,-2.2298,-75.3525,0.0351622,0.4225
846000,0,-2.68727,-77.3292,0.223399,0.444
847000,0,-2.28359,-75.453,0.154903,0.421462
848000,0,-3.78236,-77.9546,0.568528,0.373
849000,0,-3.32164,-74.8242,0.672074,0.488
850000,1,-4.6998,-75.2349,0.845359,0.41
851000,0,-2.53967,-75.5966,0.3605,0.45
852000,0,-2.48179,-74.6059,0.128855,0.382
853000,0,-2.3883,-75.0873,0.0913788,0.404
854000,0,-2.72813,-75.0514,0.522663,0.423
855000,0,-3.11027,-76.6334,0.118573,0.420455
856000,0,-3.3727,-75.2996,1.4727,0.4288
857000,0,-4.6462,-76.7849,2.16171,0.415
858000,1,-5.33742,-75.6934,0.390289,0.41875
859000,0,-3.19197,-75.4195,0.305216,0.427
860000,0,-2.37809,-76.4243,0.560467,0.376
861000,0,-3.06227,-79.0331,0.848283,0.419913
862000,0,-2.91566,-75.1627,0.588164,0.385
863000,0,-2.53659,-75.7306,0.0399205,0.430833
864000,0,-2.50969,-75.5528,0.374166,0.524
865000,0,-4.4434,-75.4213,1.07772,0.4236
866000,0,-3.68237,-78.8794,1.33845,0.387
867000,0,-3.82452,-74.3768,1.81878,0.385667
868000,0,-1.80803,-74.9671,0.0363375,0.412385
869000,0,-2.86822,-74.0891,0.665491,0.433
870000,0,-2.75407,-75.1485,0.0567316,0.572
871000,0,-2.65253,-74.0892,0.113795,0.427
872000,0,-3.87121,-76.5956,1.38784,0.466
873000,1,-6.77033,-74.7742,2.10407,0.404
874000,0,-3.31869,-75.4665,1.1333,0.448
875000,1,-4.83043,-75.4162,0.685088,0.435
876000,0,-2.64216,-74.994,0.338491,0.424167
877000,0,-2.49804,-74.4371,0.143289,0.430667
878000,0,-3.54229,-76.7435,0.57773,0.4185
879000,0,-2.96552,-74.6054,0.741552,0.378
880000,0,-2.05644,-74.6189,0.143557,0.37
881000,0,-3.00188,-74.6218,0.209203,0.4005
882000,0,-1.95597,-75.9874,0.00905815,0.393429
883000,0,-4.86311,-78.2381,0.219752,0.445
884000,0,-2.41495,-75.4879,0.102511,0.491
885000,0,-2.49243,-75.6728,0.848648,0.371
886000,0,-3.22694,-74.8149,1.02401,0.42
887000,3,-18.9507,-79.0957,4.2031,0.44116
888000,0,-2.94929,-77.1035,0.0528851,0.5205
889000,0,-2.90207,-74.7614,0.587453,0.452625
890000,0,-3.27872,-75.4632,0.229186,0.351
891000,0,-2.60935,-74.9264,0.653226,0.396333
892000,0,-2.58383,-74.3369,0.0493237,0.401
893000,0,-4.31238,-77.4479,0.910047,0.363
894000,1,-6.37984,-75.2759,2.30475,0.401
895000,0,-3.70072,-75.7341,0.253254,0.403
896000,0,-3.27366,-77.2755,1.46676,0.404889
897000,0,-3.79999,-75.0978,0.728163,0.415
898000,0,-5.4034,-77.2577,0.934534,0.418944
899000,0,-2.24624,-74.2183,0.163289,0.4388
900000,0,-2.52166,-74.1119,0.391074,0.444
901000,0,-2.34413,-75.227,0.122269,0.418
902000,0,-3.56601,-74.5505,1.37597,0.506
903000,0,-2.37956,-76.1306,0.137051,0.413
904000,0,-2.0846,-76.6703,0.36364,0.409
905000,0,-3.19376,-77.437,0.00760605,0.412
906000,1,-7.82929,-76.0951,0.722814,0.408714
907000,0,-2.67888,-76.1199,0.0139064,0.434
908000,0,-2.13144,-74.7768,0.0541996,0.4299
909000,0,-3.33638,-74.854,1.15253,0.4
910000,0,-2.11475,-76.1049,0.412132,0.402
911000,0,-1.89245,-77.0036,0.0308119,0.41
912000,0,-3.43395,-76.3542,1.29898,0.402
913000,0,-2.72648,-75.0594,0.204071,0.405
914000,0,-3.06896,-74.6062,0.459239,0.397
915000,0,-2.91143,-75.9822,0.678327,0.406875
916000,0,-2.89521,-76.3198,0.0935638,0.408364
917000,0,-2.27845,-75.326,0.569859,0.366
918000,0,-2.35367,-75.5662,0.169582,0.3985
919000,0,-2.79789,-74.2563,0.724998,0.411462
920000,0,-3.29025,-76.4684,0.882757,0.458
921000,0,-3.79813,-76.724,0.0108818,0.397
922000,0,-3.14566,-74.4754,0.339521,0.4182
923000,0,-2.01331,-76.1625,0.0255804,0.369
924000,0,-3.61658,-75.7751,1.06212,0.37
925000,0,-2.90521,-77.9953,0.0155027,0.501
926000,0,-2.06359,-78.446,0.0158078,0.4304
927000,0,-2.56901,-74.611,0.364997,0.358
928000,0,-4.0206,-74.5632,1.40427,0.407
929000,0,-3.81972,-76.7544,0.0705098,0.411
930000,0,-3.30326,-74.572,0.396537,0.408
931000,0,-3.54939,-74.6554,0.870105,0.39
932000,0,-2.67579,-74.7127,0.0483604,0.406778
933000,0,-2.89103,-74.2915,0.220439,0.413933
934000,0,-2.87134,-75.0724,0.697864,0.412
935000,0,-2.64872,-75.0429,0.409919,0.4065
936000,0,-2.94932,-74.5793,0.950511,0.414
937000,0,-2.94054,-75.1615,0.361496,0.383
938000,0,-2.28316,-74.2184,0.387936,0.456
939000,0,-3.43166,-75.4604,1.58996,0.406125
940000,0,-1.94952,-77.0165,0.0562196,0.418333
941000,0,-5.06624,-76.2455,1.73439,0.452
942000,0,-4.2224,-75.027,2.3373,0.42125
943000,1,-5.12605,-74.7191,0.624298,0.425
944000,0,-3.63384,-76.0848,0.223824,0.424
945000,0,-2.47852,-76.6917,0.470354,0.42
946000,0,-2.64137,-74.9244,0.541808,0.413158
947000,0,-3.97615,-79.6375,0.315175,0.413
948000,0,-1.96638,-74.4464,0.0470959,0.404
949000,0,-2.92051,-76.029,0.572758,0.40825
950000,0,-2.13077,-75.9867,0.0659252,0.394
951000,0,-2.61942,-75.4506,0.851468,0.444
952000,0,-4.3302,-79.5408,0.179558,0.4258
953000,0,-2.46202,-74.7591,0.634326,0.401
954000,0,-1.96666,-74.81,0.18715,0.478
955000,0,-2.94308,-76.6245,0.476078,0.4
956000,0,-2.01375,-79.1853,0.0135098,0.4106
957000,0,-4.21359,-74.4229,1.52687,0.420667
958000,0,-2.49793,-76.1772,0.0333877,0.376
959000,0,-1.86557,-74.5524,0.0242165,0.426818
960000,0,-2.73927,-75.8016,0.190182,0.4645
961000,0,-1.86662,-75.138,0.195563,0.394
962000,0,-2.69191,-76.3489,0.158252,0.395667
963000,0,-5.03344,-79.1956,1.22442,0.385
964000,0,-2.22943,-75.5086,0.108293,0.386333
965000,0,-3.7866,-74.3731,1.09445,0.38
966000,0,-3.29836,-76.5835,0.877742,0.546
967000,0,-3.92036,-75.2838,1.19774,0.4309
968000,0,-2.14664,-75.7103,0.33903,0.413
969000,0,-3.24315,-74.4733,0.277145,0.381
970000,0,-3.66679,-78.1747,0.0130392,0.405857
971000,1,-4.95996,-74.6446,0.820336,0.393
972000,0,-1.7665,-75.8041,0.0362673,0.427
973000,0,-2.52797,-75.7301,0.360118,0.375
974000,0,-3.40107,-75.937,1.46592,0.448
975000,0,-2.75389,-74.9554,0.544165,0.388667
976000,0,-2.23581,-75.0065,0.465661,0.44
977000,0,-2.50208,-74.9096,0.572297,0.477
978000,0,-3.14305,-77.5471,0.981503,0.422
979000,0,-2.28806,-75.0526,0.478243,0.419
980000,0,-2.66221,-75.2396,0.589414,0.403
981000,1,-7.42852,-75.894,1.4174,0.426
982000,0,-4.25852,-75.8471,0.854991,0.41
983000,0,-2.08284,-76.3707,0.168282,0.4225
984000,0,-3.1558,-74.5868,0.217319,0.423571
985000,1,-7.05147,-76.3859,0.318678,0.483667
986000,2,-11.0369,-75.4207,1.0713,0.490667
987000,0,-4.04806,-78.0598,0.897185,0.487333
988000,0,-2.98658,-76.5681,0.266883,0.492
989000,0,-3.45773,-76.4718,1.34144,0.423
990000,0,-2.22373,-78.668,0.116442,0.413
991000,0,-2.12061,-80.4423,0.246284,0.422
992000,0,-3.85814,-74.5007,0.837688,0.424143
993000,0,-3.10497,-74.8346,0.396836,0.38
994000,0,-1.80827,-75.6159,0.00972533,0.475
995000,0,-1.92989,-77.5596,0.186412,0.402
996000,0,-2.43123,-75.379,0.0211075,0.414
997000,0,-2.01724,-76.0412,0.086766,0.415111
998000,1,-3.98541,-76.9007,0.249833,0.413
999000,2,-9.41676,-80.4487,0.894327,0.42575
1000000,0,-2.88259,-75.4345,0.182556,0.44375
1001000,0,-1.80877,-75.3554,0.032719,0.427667
1002000,0,-4.02976,-74.7511,1.74585,0.39
1003000,0,-3.73912,-74.6506,0.763381,0.386
1004000,0,-2.591,-75.2798,0.122402,0.3972
1005000,1,-5.6386,-75.9844,0.902665,0.425667
1006000,0,-2.28597,-76.8993,0.325458,0.3885
1007000,0,-2.49998,-75.7855,0.0601744,0.426
1008000,0,-2.9077,-79.9973,0.7316,0.401429
1009000,0,-2.83051,-75.5602,1.12561,0.449
1010000,0,-4.41673,-77.1185,0.184468,0.419
1011000,0,-3.12223,-74.8215,0.249013,0.453
1012000,0,-2.85864,-75.5168,1.08233,0.379
1013000,0,-2.2143,-74.3435,0.29351,0.459833
1014000,1,-9.22382,-79.823,2.06774,0.425
1015000,0,-1.91033,-77.3086,0.183125,0.413333
1016000,0,-4.19724,-74.674,2.26734,0.419833
1017000,0,-3.16934,-75.5624,0.629941,0.447273
1018000,0,-1.7919,-75.4023,0.0686026,0.392
1019000,0,-3.98531,-74.4918,1.69452,0.403
1020000,0,-4.95884,-78.2348,0.19601,0.502
1021000,0,-3.38654,-79.3214,1.25025,0.385
1022000,0,-2.99658,-77.5935,0.388807,0.426375
1023000,0,-2.65719,-75.1556,0.0775379,0.413429
1024000,0,-1.93577,-77.3812,0.162857,0.415667
1025000,0,-2.91302,-74.9548,0.333158,0.371
1026000,0,-2.76711,-79.3411,0.382109,0.426667
1027000,0,-3.20308,-75.1011,0.216397,0.415083
1028000,0,-2.90392,-74.2034,0.562306,0.364
1029000,0,-2.70105,-74.6767,0.640083,0.448
1030000,0,-4.47776,-74.2709,2.53688,0.488
1031000,0,-3.16364,-74.4621,0.988004,0.407667
1032000,0,-2.84543,-76.4083,1.13719,0.416
1033000,0,-3.0202,-78.6322,0.526506,0.4065
1034000,0,-3.68415,-76.1227,1.1825,0.40175
1035000,1,-6.73302,-74.8078,0.461268,0.408
1036000,0,-2.41684,-75.8129,0.554534,0.464
1037000,0,-3.012,-77.8965,0.146746,0.39
1038000,0,-3.27355,-75.5562,0.195819,0.4385
1039000,0,-2.33205,-74.8163,0.389482,0.423667
1040000,0,-2.56182,-75.2308,0.0355772,0.4227
1041000,0,-2.94928,-77.5002,1.18733,0.442
1042000,0,-2.16536,-78.9245,0.0707056,0.447
1043000,0,-2.55797,-75.4005,0.358861,0.461
1044000,0,-2.46599,-75.8367,0.25599,0.453
1045000,0,-2.92185,-74.7697,0.611355,0.388
1046000,1,-6.15545,-74.1909,0.392297,0.431111
1047000,0,-2.7199,-74.9603,0.403571,0.457125
1048000,0,-2.39864,-78.69,0.587524,0.4855
1049000,0,-2.6828,-74.7471,0.0844514,0.474
1050000,1,-5.89542,-75.7666,1.39286,0.462
1051000,0,-2.729,-76.8142,1.00705,0.462833
